Nome,Idade,Curso,Ano de Ingresso,Semestre Atual,Média de Notas,Total de Créditos Concluídos,Bolsa de Estudo,Tipo de Alojamento,Participação em Atividades Extracurriculares,Participação em Projetos de Pesquisa,Estágio Atual,Empresa do Estágio,Tempo de Viagem até a Universidade,Satisfação com o Curso
Gustavo Gomes,30,Arquitetura,2020,10,4.62,36,não,república,não,não,sim,Empresa A,58,5
Igor Ferreira,23,Engenharia,2018,6,3.81,99,não,casa,não,sim,não,,45,4
Gustavo Silva,25,Engenharia,2018,7,2.33,118,sim,apartamento,não,sim,não,,29,2
Alice Silva,23,Arquitetura,2018,1,4.01,185,não,moradia estudantil,não,não,sim,Empresa C,55,1
Bruno Almeida,27,Psicologia,2019,8,8.88,72,não,república,sim,sim,não,,60,5
Fernanda Martins,28,Direito,2016,2,1.86,29,não,casa,não,não,não,,31,4
Julia Pereira,26,Arquitetura,2020,2,5.6,78,não,moradia estudantil,não,sim,não,,26,2
Carla Gomes,26,Psicologia,2019,2,0.26,53,não,república,sim,sim,não,,22,5
Fernanda Almeida,19,Medicina,2020,5,7.73,31,sim,casa,não,sim,não,,24,5
Igor Costa,25,Direito,2018,5,9.65,45,não,moradia estudantil,não,não,não,,37,1
Fernanda Santos,18,Administração,2017,2,6.9,154,sim,república,não,sim,não,,38,4
Julia Gomes,18,Administração,2017,7,9.35,22,não,república,não,não,não,,33,5
Fernanda Pereira,25,Medicina,2019,2,8.18,105,não,república,não,sim,não,,37,3
Helena Gomes,30,Direito,2019,4,2.06,147,não,apartamento,não,sim,não,,31,2
Carla Santos,26,Psicologia,2020,4,2.73,48,não,apartamento,não,não,não,,30,5
Igor Pereira,19,Administração,2017,3,4.57,24,sim,apartamento,não,sim,não,,16,2
Alice Pereira,30,Psicologia,2019,4,0.67,132,não,casa,sim,não,sim,Empresa A,39,1
Daniel Almeida,28,Medicina,2019,6,4.25,91,não,apartamento,não,não,não,,24,4
Daniel Pereira,24,Direito,2015,8,3.95,170,não,moradia estudantil,não,sim,não,,45,3
Helena Pereira,22,Ciência da Computação,2018,4,2.67,54,não,república,sim,sim,não,,52,5
Carla Martins,28,Psicologia,2015,2,4.63,31,sim,apartamento,não,não,sim,Empresa E,26,2
Helena Oliveira,30,Ciência da Computação,2018,7,5.03,35,não,apartamento,não,não,não,,40,3
Daniel Oliveira,23,Administração,2017,8,9.05,9,não,casa,não,não,sim,Empresa A,30,3
Julia Santos,22,Medicina,2016,10,2.48,187,não,casa,não,não,não,,11,1
Gustavo Almeida,25,Ciência da Computação,2017,3,9.01,143,não,apartamento,sim,não,sim,Empresa A,15,1
Bruno Silva,30,Medicina,2020,6,3.67,24,sim,apartamento,não,não,sim,Empresa C,29,5
Julia Oliveira,25,Direito,2017,9,2.59,187,não,república,sim,não,sim,Empresa B,33,3
Daniel Gomes,22,Psicologia,2019,2,1.04,11,não,moradia estudantil,não,sim,sim,Empresa D,26,1
Helena Santos,21,Administração,2016,2,1.11,97,não,casa,sim,não,não,,59,1
Daniel Almeida,26,Administração,2016,2,7.51,10,não,república,não,não,não,,18,4
Daniel Costa,28,Direito,2016,9,0.23,38,não,moradia estudantil,não,não,não,,53,5
Carla Silva,29,Medicina,2019,9,9.28,13,não,república,sim,não,sim,Empresa A,19,5
Gustavo Costa,23,Psicologia,2020,6,6.96,145,não,moradia estudantil,não,não,não,,31,4
Daniel Ribeiro,29,Engenharia,2016,3,8.88,85,sim,república,sim,sim,não,,38,1
Alice Ferreira,26,Administração,2015,5,5.74,68,não,moradia estudantil,não,não,não,,27,5
Bruno Almeida,25,Engenharia,2016,5,9.12,69,não,moradia estudantil,não,sim,não,,23,4
Gustavo Gomes,19,Ciência da Computação,2016,3,8.24,191,não,moradia estudantil,sim,não,não,,45,1
Carla Martins,25,Engenharia,2017,9,0.63,184,não,moradia estudantil,não,não,não,,26,1
Alice Pereira,21,Ciência da Computação,2019,2,7.06,151,sim,casa,não,sim,sim,Empresa C,25,3
Helena Pereira,29,Administração,2015,10,8.15,185,sim,república,sim,não,não,,35,1
Fernanda Silva,21,Medicina,2019,4,1.5,68,não,república,sim,não,não,,10,2
Gustavo Oliveira,22,Administração,2015,4,2.29,96,não,apartamento,não,sim,não,,35,5
Julia Santos,29,Psicologia,2018,2,6.02,157,não,moradia estudantil,sim,sim,sim,Empresa B,27,1
Erika Martins,26,Direito,2016,1,2.29,140,não,república,não,não,não,,37,4
Gustavo Oliveira,25,Arquitetura,2016,8,5.82,71,não,apartamento,não,não,não,,41,3
Bruno Costa,26,Psicologia,2017,3,4.58,43,não,moradia estudantil,não,não,não,,18,4
Fernanda Gomes,26,Engenharia,2020,7,7.05,11,não,casa,sim,não,não,,51,5
Fernanda Santos,28,Ciência da Computação,2015,7,4.43,44,sim,casa,sim,não,não,,36,1
Julia Ribeiro,25,Direito,2019,1,5.74,137,não,casa,não,não,não,,38,4
Carla Martins,25,Ciência da Computação,2016,2,8.61,6,não,república,não,não,não,,19,3
Erika Pereira,19,Direito,2020,9,2.07,73,não,moradia estudantil,não,sim,não,,11,5
Igor Costa,24,Psicologia,2016,3,6.76,24,não,casa,não,não,não,,21,4
Gustavo Ferreira,22,Direito,2017,10,0.03,7,não,moradia estudantil,não,não,não,,17,1
Alice Costa,19,Medicina,2016,2,4.37,136,não,moradia estudantil,sim,não,sim,Empresa E,28,2
Alice Ferreira,22,Administração,2019,7,1.48,147,não,moradia estudantil,não,sim,não,,29,5
Gustavo Santos,30,Administração,2017,9,5.15,14,sim,apartamento,não,não,sim,Empresa B,60,2
Erika Almeida,26,Psicologia,2017,7,7.64,53,não,república,não,não,não,,36,2
Alice Pereira,18,Psicologia,2015,3,0.78,23,não,apartamento,sim,sim,não,,27,1
Igor Ferreira,19,Ciência da Computação,2020,4,2.65,194,não,apartamento,sim,não,não,,55,4
Julia Costa,20,Medicina,2018,5,5.3,34,sim,apartamento,não,não,sim,Empresa E,36,2
Daniel Ferreira,18,Arquitetura,2019,10,4.99,128,não,casa,não,sim,sim,Empresa C,26,2
Carla Almeida,28,Direito,2020,8,5.43,129,não,moradia estudantil,não,não,não,,38,1
Carla Costa,20,Ciência da Computação,2017,1,9.29,27,não,moradia estudantil,não,não,não,,29,5
Carla Pereira,23,Ciência da Computação,2020,8,4.86,200,não,república,não,não,não,,37,4
Erika Martins,25,Arquitetura,2019,7,1.6,188,sim,casa,não,não,não,,42,1
Bruno Costa,29,Administração,2018,10,3.84,76,sim,casa,não,sim,não,,60,5
Erika Silva,30,Arquitetura,2018,2,7.16,159,não,moradia estudantil,não,sim,não,,44,5
Igor Santos,29,Engenharia,2015,7,5.68,62,não,apartamento,não,não,não,,36,2
Erika Silva,21,Medicina,2016,3,9.2,53,não,república,não,não,não,,32,2
Igor Oliveira,25,Engenharia,2020,3,6.02,13,não,apartamento,sim,sim,não,,29,4
Bruno Gomes,28,Psicologia,2015,5,6.76,4,não,casa,não,não,sim,Empresa D,50,5
Alice Gomes,26,Arquitetura,2015,1,6.67,142,não,república,não,sim,sim,Empresa E,32,5
Carla Oliveira,25,Administração,2019,10,4.14,77,não,apartamento,sim,não,não,,27,2
Daniel Oliveira,26,Arquitetura,2017,1,8.55,179,não,moradia estudantil,sim,não,sim,Empresa E,45,4
Julia Almeida,28,Direito,2015,8,5.95,19,sim,casa,não,não,não,,52,4
Alice Gomes,19,Administração,2016,8,5.95,47,não,apartamento,não,não,sim,Empresa E,60,3
Helena Gomes,26,Psicologia,2020,6,6.77,71,não,apartamento,não,não,sim,Empresa E,56,4
Igor Santos,29,Medicina,2017,10,2.85,166,sim,apartamento,sim,sim,não,,36,1
Helena Silva,28,Administração,2018,5,2.93,175,sim,moradia estudantil,não,sim,não,,23,4
Carla Martins,19,Ciência da Computação,2018,5,2.62,63,não,casa,não,não,não,,40,1
Helena Gomes,30,Arquitetura,2015,5,8.31,48,não,casa,não,não,não,,20,4
Gustavo Santos,29,Medicina,2020,9,3.56,102,não,casa,não,sim,não,,26,3
Carla Pereira,26,Arquitetura,2016,7,8.77,67,não,casa,sim,não,não,,12,4
Erika Ribeiro,21,Psicologia,2020,1,6.5,83,não,moradia estudantil,sim,não,não,,60,2
Daniel Almeida,26,Administração,2017,2,1.65,72,sim,república,sim,sim,não,,50,5
Igor Santos,23,Medicina,2015,9,10.0,14,sim,moradia estudantil,sim,não,sim,Empresa B,28,5
Julia Pereira,30,Administração,2017,4,1.63,69,não,casa,sim,sim,sim,Empresa C,37,3
Bruno Costa,18,Engenharia,2015,5,5.96,118,não,moradia estudantil,não,não,não,,44,1
Fernanda Costa,23,Psicologia,2017,4,0.15,6,sim,república,não,não,não,,29,2
Fernanda Costa,22,Medicina,2017,7,5.77,165,não,república,não,não,não,,18,5
Gustavo Costa,24,Psicologia,2019,4,3.39,26,sim,república,não,sim,não,,30,5
Carla Ribeiro,22,Arquitetura,2016,2,1.57,133,não,moradia estudantil,sim,não,sim,Empresa E,28,2
Alice Santos,22,Arquitetura,2015,2,7.84,114,não,moradia estudantil,não,sim,não,,27,1
Carla Silva,30,Medicina,2017,9,9.74,50,não,república,não,não,sim,Empresa E,50,3
Alice Gomes,19,Psicologia,2015,7,9.38,145,sim,moradia estudantil,não,não,sim,Empresa D,17,3
Erika Ribeiro,24,Direito,2017,3,3.76,79,não,república,sim,não,sim,Empresa D,39,1
Carla Gomes,22,Engenharia,2015,1,9.38,149,não,casa,não,sim,sim,Empresa D,38,1
Julia Ferreira,22,Medicina,2017,3,8.16,131,não,moradia estudantil,sim,não,não,,32,4
Bruno Santos,28,Administração,2019,7,9.08,55,não,apartamento,sim,sim,não,,20,5
Carla Gomes,23,Medicina,2018,10,7.33,81,não,moradia estudantil,não,não,sim,Empresa A,30,5
Gustavo Silva,26,Administração,2018,3,2.64,173,não,casa,não,não,não,,23,4
Helena Ribeiro,25,Ciência da Computação,2017,5,5.03,83,não,moradia estudantil,sim,sim,não,,60,5
Erika Ribeiro,25,Psicologia,2015,8,6.0,183,não,apartamento,sim,não,sim,Empresa D,47,5
Bruno Oliveira,21,Direito,2018,7,4.75,18,não,moradia estudantil,sim,não,não,,42,2
Erika Santos,19,Direito,2016,2,9.86,19,não,república,não,não,não,,30,2
Carla Santos,26,Medicina,2015,1,7.68,104,não,casa,não,não,não,,33,2
Julia Silva,23,Psicologia,2019,5,6.54,13,sim,apartamento,não,não,não,,51,1
Fernanda Martins,30,Ciência da Computação,2018,5,1.54,29,não,república,não,sim,sim,Empresa C,32,2
Helena Santos,21,Medicina,2017,5,5.43,80,não,república,não,não,sim,Empresa D,56,5
Erika Martins,30,Psicologia,2019,8,0.12,174,não,apartamento,não,não,não,,43,3
Helena Ribeiro,29,Administração,2018,5,3.71,109,não,moradia estudantil,não,não,não,,45,4
Helena Ribeiro,21,Arquitetura,2016,3,7.26,127,sim,moradia estudantil,sim,não,não,,37,1
Helena Almeida,24,Medicina,2016,7,8.82,57,sim,moradia estudantil,não,sim,não,,31,3
Erika Costa,18,Engenharia,2016,1,7.84,96,não,moradia estudantil,não,não,não,,12,5
Alice Martins,22,Administração,2015,9,4.02,14,não,república,sim,não,não,,38,5
Alice Oliveira,20,Medicina,2015,5,9.75,25,não,apartamento,não,não,não,,26,1
Alice Martins,29,Direito,2020,10,5.84,79,não,república,não,não,não,,49,5
Gustavo Gomes,20,Engenharia,2019,6,6.6,133,sim,república,sim,não,não,,21,1
Alice Ferreira,22,Ciência da Computação,2015,2,8.83,108,sim,moradia estudantil,não,sim,não,,15,3
Gustavo Gomes,20,Arquitetura,2020,9,0.76,117,não,apartamento,não,não,não,,49,4
Julia Santos,25,Direito,2015,1,1.17,118,não,casa,não,não,não,,42,5
Daniel Gomes,25,Administração,2019,1,6.7,22,não,moradia estudantil,sim,não,não,,18,1
Helena Gomes,25,Medicina,2016,5,7.35,5,não,moradia estudantil,não,não,não,,21,2
Julia Ribeiro,25,Arquitetura,2020,8,0.76,106,sim,apartamento,sim,sim,sim,Empresa D,49,4
Helena Martins,20,Psicologia,2020,8,8.01,151,não,apartamento,não,não,sim,Empresa E,18,3
Igor Silva,18,Administração,2018,2,6.49,180,não,casa,sim,não,não,,14,5
Carla Santos,28,Medicina,2020,10,3.81,4,não,moradia estudantil,não,não,não,,51,3
Julia Silva,20,Psicologia,2017,4,8.42,117,não,apartamento,não,não,não,,39,2
Erika Martins,23,Direito,2018,9,4.08,174,não,apartamento,não,não,não,,40,1
Carla Silva,19,Psicologia,2018,6,1.22,147,não,casa,não,não,não,,55,2
Fernanda Pereira,29,Arquitetura,2015,1,9.38,115,não,apartamento,não,não,não,,48,5
Alice Silva,21,Psicologia,2019,5,8.75,67,não,casa,não,sim,sim,Empresa E,29,5
Julia Martins,24,Ciência da Computação,2020,5,3.68,79,sim,apartamento,não,não,não,,38,1
Igor Gomes,23,Direito,2016,3,3.63,87,não,casa,não,não,não,,48,4
Bruno Almeida,27,Engenharia,2019,9,4.3,168,não,apartamento,não,sim,sim,Empresa D,16,4
Gustavo Santos,22,Arquitetura,2019,6,9.08,195,não,república,sim,não,não,,25,2
Carla Oliveira,21,Psicologia,2020,9,7.33,69,não,casa,não,não,não,,27,2
Julia Santos,30,Direito,2020,10,5.96,102,sim,apartamento,não,não,não,,43,2
Julia Ferreira,21,Engenharia,2016,4,5.56,144,sim,moradia estudantil,sim,não,não,,44,5
Helena Ferreira,20,Arquitetura,2017,10,7.2,149,sim,apartamento,não,não,não,,56,1
Helena Gomes,29,Direito,2018,3,1.1,131,não,república,não,não,não,,46,3
Gustavo Almeida,21,Psicologia,2015,4,2.49,184,não,república,sim,não,não,,57,3
Helena Martins,23,Engenharia,2019,9,8.28,174,não,casa,não,não,sim,Empresa B,59,5
Fernanda Pereira,30,Engenharia,2015,9,9.62,25,não,república,não,sim,não,,45,5
Igor Pereira,19,Direito,2016,6,7.68,163,não,casa,não,sim,não,,16,4
Julia Martins,29,Arquitetura,2019,7,4.19,182,não,apartamento,não,não,não,,16,1
Julia Almeida,20,Arquitetura,2016,3,5.08,190,não,casa,não,sim,sim,Empresa E,54,1
Alice Almeida,19,Arquitetura,2019,3,2.45,51,não,casa,sim,sim,não,,32,4
Erika Santos,29,Medicina,2015,3,6.53,66,não,república,não,não,sim,Empresa A,42,4
Daniel Gomes,18,Psicologia,2019,1,3.37,200,sim,moradia estudantil,não,sim,não,,26,3
Daniel Silva,26,Arquitetura,2019,1,7.72,43,não,apartamento,sim,não,não,,31,1
Helena Gomes,30,Medicina,2019,2,3.48,164,não,república,não,não,não,,31,3
Erika Costa,24,Administração,2017,10,7.12,61,sim,casa,não,não,não,,54,5
Erika Costa,28,Medicina,2018,2,0.1,52,não,apartamento,não,não,não,,54,1
Alice Ribeiro,30,Engenharia,2016,3,6.18,135,sim,casa,sim,não,não,,53,2
Gustavo Oliveira,24,Psicologia,2018,1,4.76,154,sim,apartamento,sim,não,sim,Empresa A,14,1
Fernanda Oliveira,23,Direito,2018,7,4.5,6,não,república,não,não,não,,55,2
Fernanda Oliveira,23,Direito,2017,10,4.42,49,não,apartamento,não,não,não,,12,1
Erika Ribeiro,22,Engenharia,2018,1,3.63,62,não,casa,sim,não,não,,13,1
Bruno Costa,28,Direito,2020,10,2.44,142,não,moradia estudantil,sim,sim,não,,10,5
Igor Ferreira,18,Ciência da Computação,2016,1,1.06,159,não,casa,não,não,não,,48,5
Daniel Martins,18,Arquitetura,2020,8,9.25,141,não,república,não,não,sim,Empresa D,13,1
Gustavo Almeida,28,Engenharia,2018,7,1.04,6,não,casa,sim,não,sim,Empresa C,27,3
Julia Silva,25,Engenharia,2020,10,2.79,82,não,república,sim,sim,não,,42,2
Bruno Pereira,25,Arquitetura,2020,9,0.63,28,não,casa,sim,não,não,,57,2
Bruno Gomes,26,Administração,2015,1,3.71,15,não,moradia estudantil,não,não,não,,26,1
Julia Ferreira,24,Arquitetura,2015,2,3.81,88,não,apartamento,não,não,não,,40,4
Gustavo Santos,30,Administração,2019,6,3.58,91,não,república,não,não,não,,53,3
Fernanda Ribeiro,19,Direito,2018,7,1.82,143,não,apartamento,sim,não,não,,21,3
Helena Santos,20,Direito,2018,8,2.49,105,sim,república,não,não,não,,21,3
Gustavo Ribeiro,26,Ciência da Computação,2017,9,4.76,86,não,república,não,não,não,,26,3
Igor Gomes,23,Arquitetura,2017,4,5.03,73,não,república,não,não,não,,41,5
Igor Oliveira,29,Engenharia,2016,9,7.63,115,não,república,não,não,sim,Empresa C,53,3
Fernanda Santos,19,Psicologia,2018,6,7.74,93,sim,república,não,não,não,,21,1
Erika Pereira,29,Psicologia,2020,4,3.27,100,não,casa,não,sim,não,,54,2
Bruno Santos,24,Arquitetura,2015,9,1.71,110,não,moradia estudantil,sim,não,não,,38,2
Carla Pereira,22,Psicologia,2017,5,6.34,19,não,república,não,não,sim,Empresa D,51,3
Bruno Ribeiro,21,Direito,2017,6,4.96,109,não,casa,não,sim,não,,26,2
Igor Costa,30,Psicologia,2020,1,2.36,116,sim,casa,não,não,não,,36,3
Helena Ferreira,25,Ciência da Computação,2015,9,4.86,169,sim,república,não,não,não,,22,5
Fernanda Silva,22,Psicologia,2019,3,2.54,187,sim,república,não,sim,não,,29,5
Daniel Costa,23,Engenharia,2017,8,8.2,116,não,moradia estudantil,não,não,não,,29,1
Daniel Gomes,26,Arquitetura,2016,2,0.22,200,não,apartamento,sim,sim,não,,16,2
Daniel Costa,30,Psicologia,2017,3,0.67,73,não,moradia estudantil,não,não,não,,34,3
Gustavo Almeida,18,Arquitetura,2017,5,0.46,70,não,moradia estudantil,sim,não,não,,29,4
Erika Almeida,27,Arquitetura,2018,2,2.29,183,não,apartamento,não,sim,não,,26,1
Igor Silva,22,Medicina,2018,2,9.27,117,não,república,sim,sim,não,,58,4
Julia Santos,18,Engenharia,2019,9,9.47,90,sim,república,não,sim,não,,45,4
Erika Oliveira,19,Psicologia,2019,10,0.1,169,não,república,não,não,não,,50,1
Erika Pereira,24,Psicologia,2018,3,0.38,120,não,casa,não,não,não,,52,4
Helena Martins,21,Medicina,2015,7,8.76,167,não,república,não,não,sim,Empresa E,27,1
Daniel Oliveira,24,Direito,2017,6,7.04,50,não,casa,não,não,não,,48,3
Helena Santos,22,Psicologia,2015,3,2.96,150,não,república,não,sim,não,,24,2
Fernanda Pereira,19,Direito,2017,1,8.67,195,sim,casa,sim,sim,sim,Empresa C,30,4
Gustavo Almeida,30,Medicina,2017,1,8.81,61,sim,moradia estudantil,não,sim,sim,Empresa E,50,4
Igor Silva,28,Arquitetura,2020,8,5.93,102,não,casa,não,sim,sim,Empresa B,56,1
Carla Pereira,24,Ciência da Computação,2017,1,6.53,186,não,república,não,não,sim,Empresa E,54,4
Carla Ferreira,24,Ciência da Computação,2020,8,5.53,153,sim,moradia estudantil,não,não,não,,22,4
Fernanda Gomes,19,Arquitetura,2019,7,0.47,108,não,moradia estudantil,não,não,não,,40,4
Erika Martins,30,Arquitetura,2019,10,0.86,85,não,casa,não,sim,sim,Empresa D,30,1
Bruno Santos,25,Medicina,2020,1,1.87,177,sim,apartamento,sim,sim,não,,35,3
Fernanda Martins,24,Psicologia,2015,9,0.8,17,sim,moradia estudantil,sim,não,não,,48,5
Igor Silva,28,Arquitetura,2015,9,3.05,156,não,apartamento,não,não,não,,36,2
Erika Martins,29,Engenharia,2020,8,5.77,51,não,república,não,sim,não,,20,5
Igor Ribeiro,27,Engenharia,2018,6,6.88,140,não,casa,não,não,não,,30,2
Gustavo Silva,30,Ciência da Computação,2020,3,5.33,39,não,república,não,não,sim,Empresa E,41,4
Igor Gomes,23,Medicina,2019,6,5.46,184,não,casa,não,não,não,,44,1
Carla Ferreira,24,Administração,2017,1,7.85,115,não,casa,não,sim,não,,27,3
Julia Oliveira,22,Ciência da Computação,2017,10,3.47,45,não,república,sim,não,não,,48,4
Daniel Ribeiro,26,Ciência da Computação,2019,7,3.06,48,não,república,não,não,não,,38,3
Igor Costa,30,Administração,2020,1,2.53,85,não,república,não,não,não,,42,4
Alice Pereira,30,Engenharia,2016,1,7.93,14,não,apartamento,não,não,sim,Empresa C,44,3
Helena Almeida,28,Ciência da Computação,2017,2,4.01,103,não,república,não,não,não,,27,5
Fernanda Silva,27,Ciência da Computação,2020,4,9.28,137,não,apartamento,sim,sim,não,,50,4
Igor Almeida,30,Engenharia,2020,3,8.7,130,sim,casa,sim,não,não,,55,3
Carla Gomes,23,Direito,2018,5,3.86,41,não,moradia estudantil,não,sim,não,,25,1
Fernanda Costa,27,Administração,2016,4,1.32,6,não,casa,não,não,não,,37,2
Julia Costa,24,Psicologia,2020,10,7.41,78,não,casa,não,não,não,,21,5
Alice Ribeiro,29,Psicologia,2019,3,3.25,97,não,casa,não,não,sim,Empresa D,15,3
Fernanda Costa,27,Engenharia,2015,3,1.05,190,não,casa,não,não,sim,Empresa C,17,1
Helena Martins,27,Arquitetura,2019,6,4.77,161,não,república,não,não,não,,24,2
Gustavo Oliveira,22,Psicologia,2020,7,0.15,84,não,casa,sim,não,não,,25,4
Fernanda Costa,18,Psicologia,2016,7,6.97,131,não,apartamento,não,sim,sim,Empresa A,34,3
Erika Almeida,24,Psicologia,2017,6,5.39,196,não,apartamento,não,não,não,,20,2
Alice Ribeiro,27,Direito,2018,5,5.71,71,não,moradia estudantil,não,sim,não,,37,3
Helena Gomes,23,Engenharia,2018,6,7.22,122,sim,casa,não,não,não,,42,5
Helena Martins,18,Administração,2020,8,2.49,83,não,casa,sim,sim,não,,43,2
Daniel Pereira,20,Arquitetura,2019,7,4.8,154,não,apartamento,não,sim,sim,Empresa A,47,2
Bruno Costa,26,Medicina,2017,1,4.37,136,não,república,sim,não,não,,50,3
Fernanda Ribeiro,21,Ciência da Computação,2020,1,0.32,56,não,casa,não,não,não,,40,5
Igor Gomes,18,Direito,2019,6,6.73,25,não,apartamento,não,sim,não,,57,1
Igor Ferreira,19,Engenharia,2015,7,8.47,144,sim,apartamento,não,sim,sim,Empresa C,19,1
Carla Oliveira,26,Administração,2016,2,9.1,96,não,república,sim,não,não,,50,2
Helena Gomes,21,Arquitetura,2016,5,3.05,39,não,casa,não,não,não,,37,3
Julia Pereira,19,Medicina,2015,6,5.95,133,não,casa,não,não,não,,48,5
Fernanda Almeida,23,Psicologia,2018,7,9.92,71,não,moradia estudantil,não,sim,sim,Empresa D,18,5
Daniel Gomes,20,Administração,2016,10,2.68,79,não,moradia estudantil,sim,sim,não,,22,3
Igor Martins,22,Medicina,2015,7,4.3,55,não,casa,sim,sim,não,,19,1
Carla Costa,23,Direito,2016,9,9.16,38,não,moradia estudantil,não,não,sim,Empresa B,46,3
Erika Gomes,21,Medicina,2015,7,3.12,130,não,apartamento,não,não,não,,35,1
Fernanda Silva,22,Ciência da Computação,2020,10,7.63,118,não,casa,não,não,não,,27,1
Julia Silva,19,Ciência da Computação,2016,6,4.43,13,não,república,não,não,não,,28,1
